,SEARCHVAL,LATITUDE,LONGITUDE
550,PROMENADE MRT STATION EXIT C,1.29411523197512,103.860219019476
551,RAFFLES PLACE MRT STATION EXIT C,1.28363821611899,103.851590024488
552,NEWTON MRT STATION EXIT C,1.31362531273244,103.838250349066
553,MARSILING MRT STATION EXIT C,1.43246261847249,103.773821235261
554,KRANJI MRT STATION EXIT C,1.4251259491274,103.761754685801
555,LAKESIDE MRT STATION EXIT C,1.34430260019958,103.7217171276
556,LITTLE INDIA MRT STATION EXIT C,1.30633645054391,103.849699817435
557,TAI SENG MRT STATION EXIT C,1.33604954759403,103.888554708543
558,TANJONG PAGAR MRT STATION EXIT C,1.2760932761144,103.846529873368
559,TOA PAYOH MRT STATION EXIT C,1.33300744185198,103.847318436474
560,TOA PAYOH MRT STATION EXIT C,1.33300744185198,103.847318436474
561,PUNGGOL MRT STATION EXIT C,1.40430636921085,103.902137628909
562,QUEENSTOWN MRT STATION EXIT C,1.2954568848744,103.805590387127
563,TAMPINES EAST MRT STATION EXIT C,1.35556133600419,103.955705279032
564,TAMPINES MRT STATION EXIT C,1.35339831285364,103.944903957552
565,SEMBAWANG MRT STATION EXIT C,1.44917158033027,103.819762177164
566,SENGKANG MRT STATION EXIT C,1.39088158608586,103.895209399306
567,SERANGOON MRT STATION EXIT C,1.35059666432349,103.873700895063
568,WOODLEIGH MRT STATION EXIT C,1.33988012824656,103.871060782466
569,YEE TEE MRT STATION EXIT C,1.39700077168041,103.747431893505
570,YIO CHU KANG MRT STATION EXIT C,1.3819602145119,103.844651533361
571,YISHUN MRT STATION EXIT C,1.42910735837526,103.835123644577
572,CANBERRA MRT STATION EXIT C,1.44255690501601,103.829824358977
573,HOLLAND VILLAGE MRT STATION EXIT C,1.31071339011209,103.795744343131
574,DHOBY GHAUT MRT STATION EXIT C,1.2996492424497,103.8447478575
575,KENT RIDGE MRT STATION EXIT C,1.29398846194953,103.784464941237
576,KOVAN MRT STATION EXIT C,1.36002890736639,103.88542633438
577,CHINATOWN MRT STATION EXIT C,1.28466811001013,103.842825779347
578,CHOA CHU KANG MRT STATION EXIT C,1.38571080503864,103.744203030367
579,CITY HALL MRT STATION EXIT C,1.29304694763879,103.852985301431
580,CLEMENTI MRT STATION EXIT C,1.31416962523818,103.765773642566
581,MACPHERSON MRT STATION EXIT C,1.32548887457682,103.890256223937
582,FARRER PARK MRT STATION EXIT C,1.31191499121038,103.853252685538
583,COMMONWEALTH MRT STATION EXIT D,1.3020212578832,103.798714315911
584,CANBERRA MRT STATION EXIT D,1.4437533801991,103.82909543666
585,CANBERRA MRT STATION EXIT E,1.44280097163894,103.830409234978
586,UPPER CHANGI MRT STATION EXIT D,1.34085631660973,103.961040578956
587,CHINATOWN MRT STATION EXIT F,1.28428031269047,103.845467224043
588,CHINATOWN MRT STATION EXIT D,1.2854064601599,103.843476210331
589,CHINATOWN MRT STATION EXIT E,1.28505491072109,103.844426948683
590,CHINATOWN MRT STATION EXIT G,1.28476298850339,103.844469740517
591,CHOA CHU KANG MRT STATION EXIT D,1.38575650064862,103.744509334035
592,CITY HALL MRT STATION EXIT D,1.29350334620272,103.851865545882
593,CITY HALL/ESPLANADE MRT STATION EXIT D,1.29090902498709,103.855100997965
594,CITY HALL/ESPLANADE MRT STATION EXIT E,1.29192135974199,103.854835837712
595,CLARK QUAY MRT STATION EXIT G,1.28920581321735,103.846585433629
596,CLARK QUAY MRT STATION EXIT E,1.28901154743968,103.847034118586
597,CLARKE QUAY MRT STATION EXIT F,1.28940692202889,103.847114861345
598,CLEMENTI MRT STATION EXIT D,1.31406568887036,103.765541409161
599,EXPO MRT STATION EXIT D,1.33484282579968,103.963094416433
600,FARRER PARK MRT STATION EXIT D,1.31246425474744,103.852972884828
601,HARBOURFRONT MRT STATION EXIT D,1.26598186382903,103.821395893674
602,SERANGOON MRT STATION EXIT D,1.34991007732434,103.874316461685
603,SOMERSET MRT STATION EXIT D,1.30025232492516,103.839744499851
604,ONE-NORTH MRT STATION EXIT D,1.30008319320122,103.787788925371
605,SENGKANG MRT STATION EXIT D,1.3924399095265,103.895735075793
606,YEE TEE MRT STATION EXIT D,1.39727107090262,103.747110207103
607,YISHUN MRT STATION EXIT D,1.42910403928029,103.834865759456
608,RAFFLES PLACE MRT STATION EXIT D,1.28364139119613,103.851353214777
609,SEMBAWANG MRT STATION EXIT D,1.44892733136333,103.820401560553
610,MACPHERSON MRT STATION EXIT D,1.32515334846447,103.888441983492
611,TAMPINES EAST MRT STATION EXIT D,1.35698090812053,103.955705018523
612,TAMPINES MRT STATION EXIT D,1.35488067768021,103.94366545104
613,TANJONG PAGAR MRT STATION EXIT D,1.27606099781138,103.84689166529
614,TOA PAYOH MRT STATION EXIT D,1.33327874572406,103.846517405644
615,DHOBY GHAUT MRT STATION EXIT D,1.29993066575923,103.845030131943
616,PUNGGOL MRT STATION EXIT D,1.40444750152534,103.901779196308
617,QUEENSTOWN MRT STATION EXIT D,1.29538090465663,103.805476932015
618,PAYA LEBAR MRT STATION EXIT D,1.31658378253036,103.892080103557
619,JURONG EAST MRT STATION EXIT D,1.33357652289466,103.742292350324
620,MARSILING MRT STATION EXIT D,1.43275722977074,103.773981720213
621,DOWNTOWN MRT STATION EXIT D,1.27916566096973,103.853011532212
622,ESPLANADE MRT STATION EXIT D,1.29261756677159,103.855838027673
623,KENT RIDGE MRT STATION EXIT D,1.29321598564228,103.784528751623
624,KHATIB MRT STATION EXIT D,1.41789179005502,103.833171755256
625,KRANJI MRT STATION EXIT D,1.42513172976083,103.762492227566
626,LITTLE INDIA MRT STATION EXIT D,1.30690536086997,103.849036656915
627,DHOBY GHAUT MRT STATION EXIT E,1.29974847075059,103.845372294004
628,DHOBY GHAUT MRT STATION EXIT F,1.29963489170907,103.845842317726
629,DOWNTOWN MRT STATION EXIT,1.27860805131586,103.852236529778
630,DOWNTOWN MRT STATION EXIT E,1.27952696217155,103.852449812084
631,DOWNTOWN MRT STATION EXIT F,1.27984306134565,103.85242031201
632,EXPO MRT STATION EXIT E,1.33487115678994,103.962127196209
633,FARRER PARK MRT STATION EXIT E,1.3118637321959,103.852635074799
634,YISHUN MRT STATION EXIT E,1.42966559741799,103.83564365509
635,RAFFLES PLACE MRT STATION EXIT E,1.28321158235027,103.851522595561
636,MACPHERSON MRT STATION EXIT E,1.32619610945472,103.888602871376
637,TAMPINES MRT STATION EXIT E,1.35586532493403,103.942653448012
638,TANJONG PAGAR MRT STATION EXIT E,1.27626712067257,103.847102135241
639,SERANGOON MRT STATION EXIT E,1.35082473559172,103.872900878668
640,HARBOURFRONT MRT STATION EXIT E,1.26497195994882,103.821580291341
641,ESPLANADE MRT STATION EXIT E,1.29312572848337,103.855564111142
642,FARRER PARK MRT STATION EXIT E,1.31178849116582,103.852214281581
643,LITTLE INDIA MRT STATION EXIT E,1.3074269738977,103.850319624488
644,ESPLANADE MRT STATION EXIT F,1.29382341246817,103.855102391878
645,ESPLANADE MRT STATION EXIT G,1.29359333846755,103.854918085943
646,ESPLANADE MRT STATION EXIT,1.29335887607579,103.854164769641
647,FARRER PARK MRT STATION EXIT H,1.31189998223569,103.856112976536
648,PROMMENADE MRT STATION EXIT,1.29381678750189,103.859959311719
649,RAFFLES PLACE MRT STATION EXIT G,1.28501835822623,103.851479167676
650,PROMMENADE MRT STATION EXIT,1.29381678750189,103.859959311719
651,RAFFLES PLACE MRT STATION EXIT G,1.28501835822623,103.851479167676
652,RAFFLES PLACE MRT STATION EXIT I,1.28237331831554,103.85143567415
653,LITTLE INDIA MRT STATION EXIT F,1.30768781190551,103.848302041276
654,TAMPINES MRT STATION EXIT G,1.35459878903125,103.942714903974
655,RAFFLES PLACE MRT STATION EXIT F,1.28254171568272,103.850953576055
656,RAFFLES PLACE MRT STATION EXIT H,1.28526556333044,103.851616679294
657,RAFFLES PLACE MRT STATION EXIT J,1.28264077373025,103.851292722008
658,TAMPINES MRT STATION EXIT F,1.35419179516266,103.942656741693
659,TANJONG PAGAR MRT STATION EXIT F,1.27737948779783,103.846927579999
660,TANJONG PAGAR MRT STATION EXIT G,1.2777845402832,103.846953147223
661,TANJONG PAGAR MRT STATION EXIT H,1.27545090477088,103.846445088158
662,TANJONG PAGAR MRT STATION EXIT I,1.27639271399593,103.845663818607
663,SERANGOON MRT STATION EXIT F,1.35095714817607,103.871431846516
664,EXPO MRT STATION EXIT F,1.33471424993483,103.962862474988
665,EXPO MRT STATION EXIT G,1.33503256424655,103.963050433407
666,FARRER PARK MRT STATION EXIT F,1.31139881856925,103.853205164568
667,FARRER PARK MRT STATION EXIT G,1.31227296219859,103.855483509571
668,FARRER PARK MRT STATION EXIT I,1.31175694789451,103.85579501087
